,0
RSIIX,0.05507438836700203
SCFQX,0.05334980366417296
DFLYX,0.05865836622892042
SPMPX,0.36413074657372196
RPHIX,0.04027909916795035
DFLIX,0.05812410862874392
SCFZX,0.052755297333155655
NWXGX,0.06460943807147301
SPMHX,0.28526008023654004
ENIAX,0.045132149959461146
