yf-umfm46,symbol,tw-text-left,sector
1,AGMI,Themes Silver Miners ETF,basic materials
2,AOHY,Angel Oak High Yield Opportunit,basic materials
3,AUMI,Themes Gold Miners ETF,basic materials
4,CARY,Angel Oak Income ETF,basic materials
5,COPA,Themes ETF Trust Themes Copper,basic materials
6,COPJ,Sprott Junior Copper Miners ETF,basic materials
7,COPP,Sprott Copper Miners ETF,basic materials
8,COPX,Global X Copper Miners ETF,basic materials
9,DMAT,Global X Disruptive Materials E,basic materials
10,FMAT,Fidelity MSCI Materials Index E,basic materials
11,FTSL,First Trust Senior Loan Fund,basic materials
12,FXZ,First Trust Materials AlphaDEX,basic materials
13,GBUG,Sprott Active Gold & Silver Min,basic materials
14,GDMN,WisdomTree Trust WisdomTree Eff,basic materials
15,GDX,VanEck Gold Miners ETF,basic materials
16,GDXD,MicroSectors Gold Miners -3X In,basic materials
17,GDXJ,VanEck Junior Gold Miners ETF,basic materials
18,GDXU,MicroSectors Gold Miners 3X Lev,basic materials
19,GMET,VanEck Green Metals ETF,basic materials
20,GOAU,US Global GO Gold and Precious,basic materials
21,GOEX,Global X Gold Explorers ETF,basic materials
22,HCOM,Hartford Schroders Commodity St,basic materials
23,ICOP,iShares Copper and Metals Minin,basic materials
24,ILIT,iShares Lithium Miners and Prod,basic materials
25,ION,ProShares Trust ProShares S&P G,basic materials
26,IYM,iShares U.S. Basic Materials ET,basic materials
27,JNUG,Direxion Daily Junior Gold Mine,basic materials
28,LIMI,Themes ETF Trust Themes Lithium,basic materials
29,LITP,Sprott Lithium Miners ETF,basic materials
30,MXI,iShares Global Materials ETF,basic materials
31,NIKL,Sprott Nickel Miners ETF,basic materials
32,NUGT,Direxion Daily Gold Miners Inde,basic materials
33,PICK,iShares MSCI Global Select Meta,basic materials
34,PSCM,Invesco S&P SmallCap Materials,basic materials
35,PYZ,Invesco Dorsey Wright Basic Mat,basic materials
36,REMX,VanEck Rare Earth and Strategic,basic materials
37,RING,iShares MSCI Global Gold Miners,basic materials
38,RSPM,Invesco S&P 500 Equal Weight Ma,basic materials
39,SETM,Sprott Critical Materials ETF,basic materials
40,SGDJ,Sprott Junior Gold Miners ETF,basic materials
41,SGDM,Sprott Gold Miners ETF,basic materials
42,SIL,Global X Silver Miners ETF,basic materials
43,SILJ,Amplify ETF Trust Amplify Junio,basic materials
44,SLVP,iShares MSCI Global Silver Mine,basic materials
45,SLX,VanEck Steel ETF,basic materials
46,UYM,ProShares Ultra Materials,basic materials
47,VAW,Vanguard Materials ETF,basic materials
48,WOOD,iShares Global Timber & Forestr,basic materials
49,XLB,Materials Select Sector SPDR,basic materials
50,XME,SPDR S&P Metals & Mining ETF,basic materials
51,ZSB,USCF ETF Trust USCF Sustainable,basic materials
1,AMZU,Direxion Daily AMZN Bull 2X Sha,consumer cyclical
2,AWAY,Amplify ETF Trust Amplify Trave,consumer cyclical
3,BEDZ,AdvisorShares Hotel ETF,consumer cyclical
4,BETZ,Roundhill Sports Betting & iGam,consumer cyclical
5,BJK,VanEck Gaming ETF,consumer cyclical
6,CARD,Bank Of Montreal MAX Auto Indus,consumer cyclical
7,CARU,Bank Of Montreal MAX Auto Indus,consumer cyclical
8,CHIQ,Global X MSCI China Consumer Di,consumer cyclical
9,CLIX,ProShares Long Online/Short Sto,consumer cyclical
10,DRAG,Roundhill ETF Trust Roundhill C,consumer cyclical
11,EATZ,AdvisorShares Restaurant ETF,consumer cyclical
12,EBIZ,Global X E-commerce ETF,consumer cyclical
13,EVAV,Direxion Shares ETF Trust Direx,consumer cyclical
14,FDIS,Fidelity MSCI Consumer Discreti,consumer cyclical
15,FINE,Themes European Luxury ETF,consumer cyclical
16,FLYD,Bank of Montreal MicroSectors T,consumer cyclical
17,FXD,First Trust Cons. Discret. Alph,consumer cyclical
18,IBUY,Amplify ETF Trust Amplify Onlin,consumer cyclical
19,IDRV,iShares Self-Driving EV and Tec,consumer cyclical
20,IEDI,iShares U.S. Consumer Focused E,consumer cyclical
21,ITB,iShares U.S. Home Construction,consumer cyclical
22,IYC,iShares U.S. Consumer Discretio,consumer cyclical
23,KBAB,KraneShares 2x Long BABA Daily,consumer cyclical
24,KLXY,KraneShares Trust KraneShares G,consumer cyclical
25,KPDD,KraneShares 2x Long PDD Daily E,consumer cyclical
26,LUX,Tema ETF Trust Tema Luxury ETF,consumer cyclical
27,NAIL,Direxion Daily Homebuilders & S,consumer cyclical
28,NITE,Capitol Series Trust The Nightv,consumer cyclical
29,OILK,ProShares K-1 Free Crude Oil ET,consumer cyclical
30,ONLN,ProShares Online Retail ETF,consumer cyclical
31,OOTO,Direxion Daily Travel & Vacatio,consumer cyclical
32,PEJ,Invesco Leisure and Entertainme,consumer cyclical
33,PEZ,Invesco Dorsey Wright Consumer,consumer cyclical
34,PSCD,Invesco S&P SmallCap Consumer D,consumer cyclical
35,RETL,Direxion Daily Retail Bull 3X S,consumer cyclical
36,RSPD,Invesco S&P 500 Equal Weight Co,consumer cyclical
37,RXI,iShares Global Consumer Discret,consumer cyclical
38,TESL,Simplify Volt TSLA Revolution E,consumer cyclical
39,TSL,GraniteShares 1.25x Long TSLA D,consumer cyclical
40,TSLL,Direxion Daily TSLA Bull 2X Sha,consumer cyclical
41,TSLT,ETF Opportunities Trust T-REX 2,consumer cyclical
42,UCC,ProShares Ultra Consumer Discre,consumer cyclical
43,VCR,Vanguard Consumer Discretion ET,consumer cyclical
44,WANT,Direxion Daily Consumer Discret,consumer cyclical
45,XHB,SPDR Series Trust SPDR Homebuil,consumer cyclical
46,XLY,SPDR Select Sector Fund - Consu,consumer cyclical
47,XRT,SPDR S&P Retail ETF,consumer cyclical
1,AINP,Allspring Exchange-Traded Funds,financial services
2,ANGL,VanEck Fallen Angel High Yield,financial services
3,APLU,Allspring Exchange-Traded Funds,financial services
4,ARKD,EA Series Trust ARK 21Shares Bl,financial services
5,ASEA,Global X FTSE Southeast Asia ET,financial services
6,BBHY,JPMorgan BetaBuilders USD High,financial services
7,BCDF,Listed Funds Trust Horizon Kine,financial services
8,BCI,abrdn Bloomberg All Commodity S,financial services
9,BITQ,Bitwise Crypto Industry Innovat,financial services
10,BITS,Global X Blockchain & Bitcoin S,financial services
11,BIZD,VanEck BDC Income ETF,financial services
12,BKCH,Global X Blockchain ETF,financial services
13,BNDC,FlexShares Core Select Bond Fun,financial services
14,BNKD,Bank Of Montreal MicroSectors,financial services
15,BNKU,Bank Of Montreal MicroSectors,financial services
16,BOND,PIMCO Active Bond Exchange-Trad,financial services
17,CEFS,Saba Closed-End Funds ETF,financial services
18,CMDT,PIMCO U.S. Treasury Index Fund,financial services
19,COMT,iShares GSCI Commodity Dynamic,financial services
20,CONL,GraniteShares 2x Long COIN Dail,financial services
21,CRPT,First Trust SkyBridge Crypto In,financial services
22,DAPP,VanEck Digital Transformation E,financial services
23,DECO,SPDR Galaxy Digital Asset Ecosy,financial services
24,DFNL,Davis Fundamental ETF Trust Dav,financial services
25,DIAL,Columbia Diversified Fixed Inco,financial services
26,DPST,Direxion Daily Regional Banks B,financial services
27,EFIX,First Trust Exchange-Traded Fun,financial services
28,EMHC,SPDR Bloomberg Emerging Markets,financial services
29,EPRF,Innovator S&P Investment Grade,financial services
30,EUFN,iShares MSCI Europe Financials,financial services
31,FAAR,First Trust Alternative Absolut,financial services
32,FAS,Direxion Financial Bull 3X Shar,financial services
33,FCEF,First Trust Income Opportunitie,financial services
34,FDFF,Fidelity Disruptive Finance ETF,financial services
35,FDIG,Fidelity Crypto Industry and Di,financial services
36,FFIU,UVA Unconstrained Medium-Term F,financial services
37,FIRI,Tidal ETF Trust FIRE Funds Inco,financial services
38,FNCL,Fidelity MSCI Financials Index,financial services
39,FTXO,First Trust Nasdaq Bank ETF,financial services
40,FXED,Sound Enhanced Fixed Income ETF,financial services
41,FXO,First Trust Financials AlphaDEX,financial services
42,GABF,Gabelli ETFs Trust Gabelli Fina,financial services
43,GSIB,Themes Global Systemically Impo,financial services
44,HECO,SPDR Galaxy Hedged Digital Asse,financial services
45,HOOX,Defiance Daily Target 2X Long H,financial services
46,HYBB,iShares BB Rated Corporate Bond,financial services
47,IAI,iShares U.S. Broker-Dealers & S,financial services
48,IAK,iShares U.S. Insurance ETF,financial services
49,IAT,iShares U.S. Regional Banks ETF,financial services
50,IBLC,iShares Trust iShares Blockchai,financial services
51,IHY,VanEck International High Yield,financial services
52,INDF,Range India Financials ETF,financial services
53,IXG,iShares Global Financial ETF,financial services
54,IYF,iShares U.S. Financial ETF,financial services
55,IYG,iShares U.S. Financial Services,financial services
56,KBE,SPDR S&P Bank ETF,financial services
57,KBWB,Invesco KBW Bank ETF,financial services
58,KBWD,Invesco KBW High Dividend Yield,financial services
59,KBWP,Invesco KBW Property & Casualty,financial services
60,KBWR,Invesco KBW Regional Banking ET,financial services
61,KCE,SPDR S&P Capital Markets ETF,financial services
62,KDRN,ETF Opportunities Trust Kingsba,financial services
63,KIE,SPDR S&P Insurance ETF,financial services
64,KRE,SPDR S&P Regional Banking ETF,financial services
65,KWT,iShares Trust iShares MSCI Kuwa,financial services
66,LBO,EA Series Trust WHITEWOLF Publi,financial services
67,LMBO,Direxion Shares ETF Trust Direx,financial services
68,MINT,PIMCO Enhanced Short Maturity A,financial services
69,MNRS,Grayscale Funds Trust Grayscale,financial services
70,NVDL,GraniteShares 2x Long NVDA Dail,financial services
71,PBDC,Putnam ETF Trust Putnam BDC Inc,financial services
72,PCEF,Invesco CEF Income Composite ET,financial services
73,PEX,ProShares Global Listed Private,financial services
74,PFI,Invesco Dorsey Wright Financial,financial services
75,PGF,Invesco Financial Preferred ETF,financial services
76,PGX,Invesco Preferred ETF,financial services
77,PICB,Invesco International Corporate,financial services
78,PREF,Principal Spectrum Preferred Se,financial services
79,PRFD,PIMCO U.S. Treasury Index Fund,financial services
80,PSCF,Invesco S&P SmallCap Financials,financial services
81,PSP,Invesco Global Listed Private E,financial services
82,PYPY,Tidal Trust II YieldMax PYPL Op,financial services
83,QABA,First Trust NASDAQ ABA Communit,financial services
84,RSPF,Invesco S&P 500 Equal Weight Fi,financial services
85,SATO,Invesco Alerian Galaxy Crypto E,financial services
86,SHEH,Precidian ETFs Trust Shell plc,financial services
87,SMLV,SPDR SSGA US Small Cap Low Vola,financial services
88,SPAQ,Horizon Kinetics SPAC Active ET,financial services
89,SPAX,Robinson Alternative Yield Pre-,financial services
90,SPC,CrossingBridge Pre-Merger SPAC,financial services
91,SPCX,SPAC and New Issue ETF,financial services
92,SPFF,Global X SuperIncome Preferred,financial services
93,SSFI,Day Hagan/Ned Davis Research Sm,financial services
94,STCE,Schwab Strategic Trust Schwab C,financial services
95,TAGG,T. Rowe Price QM U.S. Bond ETF,financial services
96,TMET,iShares Transition-Enabling Met,financial services
97,TOTR,T. Rowe Price Total Return ETF,financial services
98,UYG,ProShares Ultra Financials,financial services
99,VFH,Vanguard Financials ETF,financial services
100,VPC,Virtus Private Credit Strategy,financial services
101,WABF,Western Asset Bond ETF,financial services
102,WGMI,CoinShares Valkyrie Bitcoin Min,financial services
103,XBB,BondBloxx ETF Trust BondBloxx B,financial services
104,XHYF,BondBloxx ETF Trust BondBloxx U,financial services
105,XLF,SPDR Select Sector Fund - Finan,financial services
1,AVRE,Avantis Real Estate ETF,property
2,BBRE,JPMorgan BetaBuilders MSCI U.S.,property
3,BLDG,Cambria Global Real Estate ETF,property
4,BRTR,iShares Total Return Active ETF,property
5,BYRE,Principal Exchange-Traded Funds,property
6,CBON,VanEck China Bond ETF,property
7,CRDT,Simplify Exchange Traded Funds,property
8,CRED,Columbia ETF Trust I Columbia R,property
9,DESK,VanEck ETF Trust VanEck Office,property
10,DFAR,Dimensional ETF Trust Dimension,property
11,DFGR,Dimensional ETF Trust Dimension,property
12,DRN,Direxion Daily Real Estate Bull,property
13,DTRE,First Trust Alerian Disruptive,property
14,DVDN,ETF Opportunities Trust Kingsba,property
15,DYFI,IDX Dynamic Fixed Income ETF,property
16,ERET,iShares Environmentally Aware R,property
17,FALN,iShares Fallen Angels USD Bond,property
18,FIXP,Tidal ETF Trust FolioBeyond Enh,property
19,FPE,First Trust Preferred Securitie,property
20,FPRO,Fidelity Real Estate Investment,property
21,FREL,Fidelity MSCI Real Estate Index,property
22,FRI,First Trust S&P REIT Index Fund,property
23,FTSM,First Trust Enhanced Short Matu,property
24,GBLD,Invesco MSCI Green Building ETF,property
25,GHMS,Collaborative Investment Series,property
26,GQRE,FlexShares Global Quality Real,property
27,HAUS,Tidal ETF Trust Residential REI,property
28,HAUZ,Xtrackers International Real Es,property
29,HIDE,Alpha Architect High Inflation,property
30,HYIN,WisdomTree Alternative Income F,property
31,IBHE,iShares iBonds 2025 Term High Y,property
32,ICF,iShares Cohen & Steers REIT ETF,property
33,IFGL,iShares International Developed,property
34,IMTB,iShares Core 5-10 Year USD Bond,property
35,INDS,Pacer Industrial Real Estate ET,property
36,IRET,Tidal Trust II iREIT - MarketVe,property
37,IVRA,Invesco Real Assets ESG ETF,property
38,IYR,iShares U.S. Real Estate ETF,property
39,IYRI,NEOS ETF Trust NEOS Real Estate,property
40,JPRE,J.P. Morgan Exchange-Traded Fun,property
41,JRE,Janus Henderson U.S. Real Estat,property
42,KBWY,Invesco KBW Premium Yield Equit,property
43,MORT,VanEck Mortgage REIT Income ETF,property
44,NETL,NETLease Corporate Real Estate,property
45,NURE,Nuveen Short-Term REIT ETF,property
46,PFFR,InfraCap REIT Preferred ETF,property
47,PPTY,U.S. Diversified Real Estate ET,property
48,PSR,Invesco Active U.S. Real Estate,property
49,RDFI,Rareview Dynamic Fixed Income E,property
50,RDOG,ALPS ETF Trust ALPS REIT Divide,property
51,REAI,Intelligent Real Estate ETF,property
52,REET,iShares Trust iShares Global RE,property
53,REIT,ALPS Active REIT ETF,property
54,REM,iShares Trust iShares Mortgage,property
55,REZ,iShares Residential and Multise,property
56,RIET,Hoya Capital High Dividend Yiel,property
57,RINC,Investment Managers Series Trus,property
58,RITA,ETF Series Solutions ETFB Green,property
59,RNEW,VanEck Green Infrastructure ETF,property
60,RSPR,Invesco S&P 500 Equal Weight Re,property
61,RTRE,Collaborative Investment Series,property
62,RWO,SPDR DJ Wilshire Global Real Es,property
63,RWR,SPDR DJ Wilshire REIT ETF,property
64,RWX,SPDR DJ Wilshire Intl Real Esta,property
65,SCHH,Schwab U.S. REIT ETF,property
66,SPRE,SP Funds S&P Global REIT Sharia,property
67,SRET,Global X SuperDividend REIT ETF,property
68,SRHR,Elevation Series Trust SRH REIT,property
69,SRVR,Pacer Data & Infrastructure Rea,property
70,UCON,First Trust TCW Unconstrained P,property
71,URE,ProShares Ultra Real Estate,property
72,USAF,Atlas America Fund,property
73,USRT,iShares Core U.S. REIT ETF,property
74,VGSR,Vert Global Sustainable Real Es,property
75,VNQ,Vanguard Real Estate ETF,property
76,VNQI,Vanguard Global ex-U.S. Real Es,property
77,WTRE,WisdomTree New Economy Real Est,property
78,XLRE,Real Estate Select Sector SPDR,property
79,YLD,Principal Active High Yield ETF,property
1,EATV,VegTech Food Innovation & Clima,consumer defensive
2,FSTA,Fidelity MSCI COnsumer Staples,consumer defensive
3,FTXG,First Trust Nasdaq Food & Bever,consumer defensive
4,FXG,First Trust Cons. Staples Alpha,consumer defensive
5,INCO,Columbia India Consumer ETF,consumer defensive
6,IYK,iShares U.S. Consumer Staples E,consumer defensive
7,JHPI,John Hancock Exchange-Traded Fu,consumer defensive
8,KHYB,KraneShares Asia Pacific High I,consumer defensive
9,KXI,iShares Global Consumer Staples,consumer defensive
10,PBJ,Invesco Food & Beverage ETF,consumer defensive
11,PSCC,Invesco S&P SmallCap Consumer S,consumer defensive
12,PSL,Invesco Dorsey Wright Consumer,consumer defensive
13,RSPS,Invesco S&P 500 Equal Weight Co,consumer defensive
14,TOKE,Cambria Cannabis ETF,consumer defensive
15,UGE,ProShares Ultra Consumer Staple,consumer defensive
16,VDC,Vanguard Consumer Staples ETF,consumer defensive
17,XLP,SPDR Select Sector Fund - Consu,consumer defensive
1,AGNG,Global X Aging Population ETF,healthcare
2,ARKG,ARK Genomic Revolution ETF,healthcare
3,AZNH,Precidian ETFs Trust AstraZenec,healthcare
4,BBC,Virtus LifeSci Biotech Clinical,healthcare
5,BBH,VanEck Biotech ETF,healthcare
6,BBP,Virtus LifeSci Biotech Products,healthcare
7,BIB,ProShares Ultra Nasdaq Biotechn,healthcare
8,BMED,iShares Health Innovation Activ,healthcare
9,CANC,Tema Oncology ETF,healthcare
10,CNBS,Amplify Seymour Cannabis ETF,healthcare
11,CNCR,Range Cancer Therapeutics ETF,healthcare
12,CURE,Direxion Daily Healthcare Bull,healthcare
13,EDOC,Global X Telemedicine & Digital,healthcare
14,EKG,First Trust Nasdaq Lux Digital,healthcare
15,FBT,First Trust Amex Biotech Index,healthcare
16,FCVT,First Trust SSI Strategic Conve,healthcare
17,FDHT,Fidelity Digital Health ETF,healthcare
18,FHLC,Fidelity MSCI Health Care Index,healthcare
19,FLBL,Franklin Senior Loan ETF,healthcare
20,FLHY,Franklin High Yield Corporate E,healthcare
21,FMED,Fidelity Disruptive Medicine ET,healthcare
22,FTXH,First Trust Nasdaq Pharmaceutic,healthcare
23,FXH,First Trust Health Care AlphaDE,healthcare
24,GDOC,Goldman Sachs Future Health Car,healthcare
25,GNOM,Global X Genomics & Biotechnolo,healthcare
26,GSKH,Precidian ETFs Trust GSK plc,healthcare
27,HART,NYLI Healthy Hearts ETF,healthcare
28,HEAL,Global X HealthTech ETF,healthcare
29,HELX,Franklin Genomic Advancements E,healthcare
30,HRTS,"Tema GLP-1, Obesity & Cardiomet",healthcare
31,HTEC,Robo Global Healthcare Technolo,healthcare
32,IBB,iShares Biotechnology ETF,healthcare
33,IBBQ,Invesco Nasdaq Biotechnology ET,healthcare
34,IBRN,iShares Trust iShares Neuroscie,healthcare
35,IDNA,iShares Genomics Immunology and,healthcare
36,IHE,iShares U.S. Pharmaceutical ETF,healthcare
37,IHF,iShares U.S. Health Care Provid,healthcare
38,IHI,iShares U.S. Medical Devices ET,healthcare
39,IHYF,Invesco High Yield Bond Factor,healthcare
40,IXJ,iShares Global Healthcare ETF,healthcare
41,IYH,iShares U.S. Healthcare ETF,healthcare
42,JDOC,JPMorgan Healthcare Leaders ETF,healthcare
43,JIII,Janus Detroit Street Trust Janu,healthcare
44,JSI,Janus Detroit Street Trust Janu,healthcare
45,KURE,KraneShares MSCI All China Heal,healthcare
46,LABU,Direxion Daily S&P Biotech Bull,healthcare
47,LDSF,First Trust Low Duration Strate,healthcare
48,LFSC,F/m Emerald Life Sciences Innov,healthcare
49,LGHT,Spinnaker ETF Series Langar Glo,healthcare
50,MDEV,First Trust Indxx Medical Devic,healthcare
51,MEDI,Harbor ETF Trust Harbor Health,healthcare
52,MEDX,Horizon Kinetics Medical ETF,healthcare
53,MJ,ETFMG Alternative Harvest ETF,healthcare
54,MNTL,Tema Neuroscience and Mental He,healthcare
55,NEAR,iShares Short Duration Bond Act,healthcare
56,NFLT,Virtus Newfleet Multi-Sector Bo,healthcare
57,NVOH,Precidian ETFs Trust Novo Nordi,healthcare
58,NVOX,Tidal Trust II Defiance Daily T,healthcare
59,OZEM,Roundhill GLP-1 & Weight Loss E,healthcare
60,PBE,Invesco Biotechnology & Genome,healthcare
61,PILL,Direxion Daily Pharmaceutical &,healthcare
62,PINK,Simplify Health Care ETF,healthcare
63,PJP,Invesco Pharmaceuticals ETF,healthcare
64,PPH,VanEck Pharmaceutical ETF,healthcare
65,PSCH,Invesco S&P SmallCap Health Car,healthcare
66,PSIL,AdvisorShares Psychedelics ETF,healthcare
67,PTH,Invesco Dorsey Wright Healthcar,healthcare
68,RSPH,Invesco S&P 500 Equal Weight He,healthcare
69,RXL,ProShares Ultra Health Care,healthcare
70,SBIO,ALPS Medical Breakthroughs ETF,healthcare
71,SURI,Simplify Exchange Traded Funds,healthcare
72,SYNB,Putnam ETF Trust Putnam BioRevo,healthcare
73,THNR,Amplify ETF Trust Amplify Weigh,healthcare
74,VHT,Vanguard Health Care ETF,healthcare
75,WDNA,WisdomTree BioRevolution Fund,healthcare
76,WEED,Listed Funds Trust Roundhill Ca,healthcare
77,XBI,SPDR Series Trust  SPDR S&P Bio,healthcare
78,XHE,SPDR S&P Health Care Equipment,healthcare
79,XHS,SPDR S&P Health Care Services E,healthcare
80,XLV,SPDR Select Sector Fund - Healt,healthcare
81,XPH,SPDR S&P Pharmaceuticals ETF,healthcare
82,YOLO,AdvisorShares Pure Cannabis ETF,healthcare
1,BILD,Macquarie ETF Trust Macquarie G,utilities
2,BNDS,Series Portfolios Trust Infrast,utilities
3,BYLD,iShares Yield Optimized Bond ET,utilities
4,CDX,Simplify High Yield ETF,utilities
5,CGCP,Capital Group Core Plus Income,utilities
6,CGMS,Capital Group U.S. Multi-Sector,utilities
7,CVRT,Calamos ETF Trust Calamos Conve,utilities
8,CWB,SPDR Bloomberg Convertible Secu,utilities
9,DUKH,Ocean Park High Income ETF,utilities
10,ECLN,First Trust EIP Carbon Impact E,utilities
11,FAN,First Trust Global Wind Energy,utilities
12,FIBR,iShares U.S. Fixed Income Balan,utilities
13,FLRT,Pacer Funds Pacer Pacific Asset,utilities
14,FUTY,Fidelity MSCI Utilities Index E,utilities
15,FXU,First Trust Utilities AlphaDEX,utilities
16,GHYG,iShares US & Intl High Yield Co,utilities
17,HSUN,Hartford Strategic Income ETF,utilities
18,HYG,iShares iBoxx $ High Yield Corp,utilities
19,HYGH,iShares Interest Rate Hedged Hi,utilities
20,HYGI,iShares U.S. ETF Trust iShares,utilities
21,HYGW,iShares Trust iShares High Yiel,utilities
22,HYMB,SPDR Nuveen Bloomberg High Yiel,utilities
23,HYTR,Counterpoint High Yield Trend E,utilities
24,IBHF,iShares iBonds 2026 Term High Y,utilities
25,IBHI,iShares Trust iShares iBonds 20,utilities
26,ICLN,iShares Global Clean Energy ETF,utilities
27,ICSH,iShares Ultra Short-Term Bond A,utilities
28,IDU,iShares U.S. Utilities ETF,utilities
29,IPPP,Listed Funds Trust Preferred-Pl,utilities
30,ISTB,iShares Core 1-5 Year USD Bond,utilities
31,IUSB,iShares Core Total USD Bond Mar,utilities
32,JHMU,John Hancock Exchange-Traded Fu,utilities
33,JOJO,ATAC Credit Rotation ETF,utilities
34,JXI,iShares Global Utilities ETF,utilities
35,LDRH,iShares Trust iShares iBonds 1-,utilities
36,MAMB,Monarch Ambassador Income Index,utilities
37,MFLX,First Trust Flexible Municipal,utilities
38,MUSI,American Century Multisector In,utilities
39,PFF,iShares Preferred and Income Se,utilities
40,PFFA,Virtus InfraCap U.S. Preferred,utilities
41,PFFD,Global X U.S. Preferred ETF,utilities
42,PFFV,Global X Variable Rate Preferre,utilities
43,PFLD,AAM Low Duration Preferred and,utilities
44,PFXF,VanEck Preferred Securities ex,utilities
45,PSK,SPDR ICE Preferred Securities E,utilities
46,PUI,Invesco Dorsey Wright Utilities,utilities
47,QCON,American Century ETF Trust Amer,utilities
48,QPFF,American Century ETF Trust Amer,utilities
49,RNRG,Global X Renewable Energy Produ,utilities
50,RNWZ,Listed Funds Trust TrueShares E,utilities
51,RSPU,Invesco S&P 500 Equal Weight Ut,utilities
52,RTAI,Rareview Tax Advantaged Income,utilities
53,SDFI,"AB Active ETFs, Inc. AB Short D",utilities
54,SHYG,iShares 0-5 Year High Yield Cor,utilities
55,THY,Toews Agility Shares Dynamic Ta,utilities
56,UPW,ProShares Ultra Utilities,utilities
57,USHY,iShares Broad USD High Yield Co,utilities
58,UTES,Virtus Reaves Utilities ETF,utilities
59,UTSL,Direxion Daily Utilities Bull 3,utilities
60,VPU,Vanguard Utilities ETF,utilities
61,VRP,Invesco Variable Rate Preferred,utilities
62,XLU,SPDR Select Sector Fund - Utili,utilities
63,XMPT,VanEck CEF Muni Income ETF,utilities
64,ZAP,Global X U.S. Electrification E,utilities
1,ADFI,Anfield Dynamic Fixed Income ET,communication service
2,BINC,iShares Flexible Income Active,communication service
3,BNGE,First Trust S-Network Streaming,communication service
4,CMDY,iShares Bloomberg Roll Select C,communication service
5,DUKZ,Northern Lights Fund Trust Ocea,communication service
6,ESPO,VanEck Video Gaming and eSports,communication service
7,FCOM,Fidelity MSCI Communication Ser,communication service
8,FHYS,Federated Hermes ETF Trust Fede,communication service
9,FLXR,TCW Flexible Income ETF,communication service
10,GAMR,Amplify Video Game Leaders ETF,communication service
11,GGLL,Direxion Daily GOOGL Bull 2X Sh,communication service
12,GOOX,ETF Opportunities Trust T-Rex 2,communication service
13,HERO,Global X Video Games & Esports,communication service
14,HYFI,"AB Active ETFs, Inc. AB High Yi",communication service
15,HYS,PIMCO 0-5 Year High Yield Corpo,communication service
16,HYSA,BondBloxx ETF Trust BondBloxx U,communication service
17,HYXF,iShares ESG Advanced High Yield,communication service
18,HYXU,iShares International High Yiel,communication service
19,ICVT,iShares Convertible Bond ETF,communication service
20,IXP,iShares Global Comm Services ET,communication service
21,IYZ,iShares U.S. Telecommunications,communication service
22,JPIB,J.P. Morgan Exchange-Traded Fun,communication service
23,KMLM,KraneShares Mount Lucas Managed,communication service
24,KPOP,JAKOTA K-Pop and Korean Enterta,communication service
25,LTL,ProShares Ultra Communication S,communication service
26,METU,Direxion Daily META Bull 2X Sha,communication service
27,MSMR,ETF Series Solutions McElhenny,communication service
28,MUSQ,MUSQ Global Music Industry Inde,communication service
29,NERD,Roundhill Video Games ETF,communication service
30,OBND,SPDR Loomis Sayles Opportunisti,communication service
31,OND,ProShares On-Demand ETF,communication service
32,PFRL,PGIM ETF Trust PGIM Floating Ra,communication service
33,RMIF,ETF Series Solutions LHA Risk-M,communication service
34,RSPC,Invesco S&P 500 Equal Weight Co,communication service
35,SDSI,American Century Short Duration,communication service
36,SJNK,SPDR Bloomberg Short Term High,communication service
37,SOCL,Global X Social Media ETF,communication service
38,SRLN,SPDR Blackstone Senior Loan ETF,communication service
39,STOT,SPDR DoubleLine Short Duration,communication service
40,VOX,Vanguard Communication Services,communication service
41,XCCC,BondBloxx ETF Trust BondBloxx C,communication service
42,XHYT,BondBloxx ETF Trust BondBloxx U,communication service
43,XLC,The Communication Services Sele,communication service
1,AFIF,Anfield Universal Fixed Income,energy
2,AGIH,iShares U.S. ETF Trust iShares,energy
3,AGRH,iShares U.S. ETF Trust iShares,energy
4,AMLP,Alerian MLP ETF,energy
5,AMZA,InfraCap MLP ETF,energy
6,BPH,Precidian ETFs Trust BP plc,energy
7,BSJS,Invesco BulletShares 2028 High,energy
8,COAL,Exchange Traded Concepts Trust,energy
9,CRAK,VanEck Oil Refiners ETF,energy
10,DIG,ProShares Ultra Energy,energy
11,DRLL,EA Series Trust Strive U.S. Ene,energy
12,EINC,VanEck Energy Income ETF,energy
13,EIPI,First Trust Exchange-Traded Fun,energy
14,EIPX,First Trust Exchange-Traded Fun,energy
15,EMCB,WisdomTree Emerging Markets Cor,energy
16,ENFR,Alerian Energy Infrastructure E,energy
17,ERX,Direxion Energy Bull 2X Shares,energy
18,FBND,Fidelity Total Bond ETF,energy
19,FCG,First Trust Natural Gas ETF,energy
20,FCSH,Federated Hermes ETF Trust Fede,energy
21,FENY,Fidelity MSCI Energy Index ETF,energy
22,FILL,iShares MSCI Global Energy Prod,energy
23,FISR,SPDR SSGA Fixed Income Sector R,energy
24,FTRB,Federated Hermes ETF Trust Fede,energy
25,FTXN,First Trust Nasdaq Oil & Gas ET,energy
26,FXN,First Trust Energy AlphaDEX Fun,energy
27,GDMA,GadsdenA DynamicA Multi-AssetA,energy
28,GUSH,Direxion Daily S&P Oil & Gas Ex,energy
29,HSBH,Precidian ETFs Trust HSBC Holdi,energy
30,HTRB,Hartford Total Return Bond ETF,energy
31,HYGV,FlexShares High Yield Value-Sco,energy
